Vehicles Nearby,Vehicles Nearby.1,Required Chargers,DC Fast Count,vehiclesToBeCharged,text,label,Utilization Rate
13074.0,13074.0,140.0,1,9024.0,,4,69.0224873795319
74.0,74.0,2.0,1,192.0,,3,259.4594594594595
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
140.0,140.0,3.0,1,256.0,,3,182.85714285714286
80.0,80.0,2.0,1,192.0,,3,240.0
13.0,13.0,1.0,1,128.0,,3,984.6153846153846
17573.0,17573.0,253.0,1,16256.0,,1,92.50554828429978
3189.0,3189.0,22.0,1,1472.0,,2,46.158670429601756
38.0,38.0,1.0,1,128.0,,3,336.84210526315786
27.0,27.0,1.0,1,128.0,,3,474.074074074074
24.0,24.0,1.0,1,128.0,,3,533.3333333333333
20.0,20.0,1.0,1,128.0,,3,640.0
11.0,11.0,1.0,1,128.0,,3,1163.6363636363637
18402.0,18402.0,217.0,1,13952.0,,4,75.8178458863167
46.0,46.0,1.0,1,128.0,,3,278.2608695652174
117.0,117.0,2.0,1,192.0,,3,164.1025641025641
2783.0,2783.0,44.0,1,2880.0,,1,103.48544735896515
35605.0,35605.0,542.0,1,34752.0,,1,97.6042690633338
31.0,31.0,1.0,1,128.0,,3,412.9032258064516
17.0,17.0,1.0,1,128.0,,3,752.9411764705882
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
2897.0,2897.0,44.0,1,2880.0,,1,99.41318605453918
1120.0,1120.0,18.0,1,1216.0,,1,108.57142857142857
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
22866.0,22866.0,308.0,1,19776.0,,4,86.48648648648648
40.0,40.0,1.0,1,128.0,,3,320.0
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
5675.0,5675.0,86.0,1,5568.0,,1,98.11453744493393
69.0,69.0,2.0,1,192.0,,3,278.2608695652174
30181.0,30181.0,458.0,1,29376.0,,1,97.33275902057585
838.0,838.0,14.0,1,960.0,,0,114.55847255369929
11417.0,11417.0,148.0,1,9536.0,,4,83.52456862573355
3668.0,3668.0,58.0,1,3776.0,,1,102.9443838604144
6.0,6.0,1.0,1,128.0,,3,2133.333333333333
5241.0,5241.0,73.0,1,4736.0,,1,90.3644342682694
479.0,479.0,8.0,1,576.0,,0,120.25052192066805
266.0,266.0,5.0,1,384.0,,0,144.36090225563908
47.0,47.0,1.0,1,128.0,,3,272.3404255319149
3729.0,3729.0,45.0,1,2944.0,,4,78.94877983373559
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
1157.0,1157.0,19.0,1,1280.0,,0,110.63094209161626
27824.0,27824.0,411.0,1,26368.0,,1,94.76710753306497
8946.0,8946.0,94.0,1,6080.0,,4,67.96333556896937
8.0,8.0,1.0,1,128.0,,3,1600.0
58.0,58.0,1.0,1,128.0,,3,220.68965517241378
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
25549.0,25549.0,389.0,1,24960.0,,1,97.6946260127598
2873.0,2873.0,36.0,1,2368.0,,4,82.42255482074486
119.0,119.0,2.0,1,192.0,,3,161.34453781512605
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
3105.0,3105.0,27.0,1,1792.0,,4,57.7133655394525
81.0,81.0,2.0,1,192.0,,3,237.037037037037
32.0,32.0,1.0,1,128.0,,3,400.0
17573.0,17573.0,245.0,1,15744.0,,4,89.59198770841633
21906.0,21906.0,257.0,1,16512.0,,4,75.37660914817859
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
70.0,70.0,2.0,1,192.0,,3,274.2857142857143
8.0,8.0,1.0,1,128.0,,3,1600.0
23.0,23.0,1.0,1,128.0,,3,556.5217391304348
428.0,428.0,7.0,1,512.0,,0,119.62616822429905
19.0,19.0,1.0,1,128.0,,3,673.6842105263157
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
836.0,836.0,14.0,1,960.0,,0,114.83253588516746
48.0,48.0,1.0,1,128.0,,3,266.66666666666663
29.0,29.0,1.0,1,128.0,,3,441.37931034482756
34.0,34.0,1.0,1,128.0,,3,376.4705882352941
35.0,35.0,1.0,1,128.0,,3,365.7142857142857
16.0,16.0,1.0,1,128.0,,3,800.0
3645.0,3645.0,54.0,1,3520.0,,1,96.57064471879286
15548.0,15548.0,232.0,1,14912.0,,1,95.90944172883972
619.0,619.0,10.0,1,704.0,,0,113.73182552504039
13.0,13.0,1.0,1,128.0,,3,984.6153846153846
10.0,10.0,1.0,1,128.0,,3,1280.0
31.0,31.0,1.0,1,128.0,,3,412.9032258064516
21397.0,21397.0,290.0,1,18624.0,,4,87.0402392858812
22717.0,22717.0,257.0,1,16512.0,,4,72.68565391556983
8636.0,8636.0,101.0,1,6528.0,,4,75.59055118110236
357.0,357.0,6.0,1,448.0,,0,125.49019607843137
510.0,510.0,8.0,1,576.0,,0,112.94117647058823
11.0,11.0,1.0,1,128.0,,3,1163.6363636363637
10.0,10.0,1.0,1,128.0,,3,1280.0
18649.0,18649.0,278.0,1,17856.0,,1,95.74776127406295
31.0,31.0,1.0,1,128.0,,3,412.9032258064516
23.0,23.0,1.0,1,128.0,,3,556.5217391304348
2085.0,2085.0,28.0,1,1856.0,,4,89.0167865707434
2275.0,2275.0,18.0,1,1216.0,,4,53.45054945054946
10.0,10.0,1.0,1,128.0,,3,1280.0
13595.0,13595.0,190.0,1,12224.0,,4,89.91541007723428
11.0,11.0,1.0,1,128.0,,3,1163.6363636363637
6.0,6.0,1.0,1,128.0,,3,2133.333333333333
27604.0,27604.0,405.0,1,25984.0,,1,94.13128532096798
25.0,25.0,1.0,1,128.0,,3,512.0
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
2998.0,2998.0,31.0,1,2048.0,,4,68.31220813875916
1383.0,1383.0,18.0,1,1216.0,,4,87.92480115690527
6.0,6.0,1.0,1,128.0,,3,2133.333333333333
940.0,940.0,15.0,1,1024.0,,1,108.93617021276596
19.0,19.0,1.0,1,128.0,,3,673.6842105263157
1314.0,1314.0,21.0,1,1408.0,,1,107.15372907153728
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
9631.0,9631.0,135.0,20,9920.0,,1,103.0007268196449
4073.0,4073.0,58.0,4,3968.0,,1,97.42204763073902
1052.0,1052.0,15.0,4,1216.0,,0,115.58935361216729
5436.0,5436.0,56.0,1,3648.0,,4,67.10816777041943
31655.0,31655.0,381.0,1,24448.0,,4,77.23266466592955
25.0,25.0,1.0,1,128.0,,3,512.0
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
232.0,232.0,4.0,1,320.0,,0,137.93103448275863
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
24231.0,24231.0,320.0,2,20608.0,,4,85.04807890718502
21.0,21.0,1.0,4,320.0,,3,1523.8095238095236
43182.0,43182.0,613.0,1,39296.0,,1,91.00087999629474
33466.0,33466.0,490.0,1,31424.0,,1,93.89828482639096
12.0,12.0,1.0,1,128.0,,3,1066.6666666666665
11567.0,11567.0,159.0,1,10240.0,,4,88.52770813521225
39.0,39.0,1.0,5,384.0,,3,984.6153846153846
9.0,9.0,1.0,6,448.0,,3,4977.777777777778
35.0,35.0,1.0,8,576.0,,3,1645.7142857142856
7.0,7.0,1.0,10,704.0,,3,10057.142857142857
13433.0,13433.0,204.0,14,13952.0,,1,103.86361944465123
25586.0,25586.0,365.0,1,23424.0,,1,91.55006644258579
9280.0,9280.0,145.0,2,9408.0,,1,101.37931034482759
8109.0,8109.0,127.0,1,8192.0,,1,101.02355407571835
17.0,17.0,1.0,2,192.0,,3,1129.4117647058824
18.0,18.0,1.0,4,320.0,,3,1777.7777777777778
6.0,6.0,1.0,4,320.0,,3,5333.333333333334
441.0,441.0,7.0,2,576.0,,0,130.6122448979592
20.0,20.0,1.0,4,320.0,,3,1600.0
14.0,14.0,1.0,4,320.0,,3,2285.714285714286
12875.0,12875.0,151.0,4,9920.0,,4,77.0485436893204
172.0,172.0,3.0,3,384.0,,3,223.25581395348837
10088.0,10088.0,121.0,2,7872.0,,4,78.03330689928629
8.0,8.0,1.0,3,256.0,,3,3200.0
22591.0,22591.0,317.0,1,20352.0,,1,90.08897348501615
31431.0,31431.0,444.0,1,28480.0,,1,90.61118004517833
9.0,9.0,1.0,4,320.0,,3,3555.5555555555557
7.0,7.0,1.0,4,320.0,,3,4571.428571428572
10.0,10.0,1.0,1,128.0,,3,1280.0
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
18.0,18.0,1.0,4,320.0,,3,1777.7777777777778
1102.0,1102.0,18.0,4,1408.0,,0,127.76769509981851
8.0,8.0,1.0,1,128.0,,3,1600.0
6.0,6.0,1.0,1,128.0,,3,2133.333333333333
39015.0,39015.0,518.0,1,33216.0,,4,85.1364859669358
1874.0,1874.0,20.0,1,1344.0,,4,71.71824973319103
15793.0,15793.0,159.0,2,10304.0,,4,65.2440954853416
24371.0,24371.0,377.0,3,24320.0,,1,99.79073488982807
116.0,116.0,2.0,4,384.0,,3,331.0344827586207
3112.0,3112.0,45.0,1,2944.0,,1,94.60154241645245
13326.0,13326.0,197.0,4,12864.0,,1,96.53309320126068
4551.0,4551.0,68.0,12,5120.0,,0,112.50274664908811
41.0,41.0,1.0,2,192.0,,3,468.29268292682923
21.0,21.0,1.0,2,192.0,,3,914.2857142857142
1346.0,1346.0,19.0,2,1344.0,,1,99.85141158989599
3727.0,3727.0,46.0,1,3008.0,,4,80.70834451301316
11.0,11.0,1.0,4,320.0,,3,2909.090909090909
14468.0,14468.0,161.0,1,10368.0,,4,71.66159800940005
8.0,8.0,1.0,1,128.0,,3,1600.0
10.0,10.0,1.0,1,128.0,,3,1280.0
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
10.0,10.0,1.0,2,192.0,,3,1920.0
15.0,15.0,1.0,2,192.0,,3,1280.0
13.0,13.0,1.0,8,576.0,,3,4430.7692307692305
74.0,74.0,2.0,12,896.0,,3,1210.8108108108108
960.0,960.0,15.0,16,1984.0,,3,206.66666666666669
19705.0,19705.0,295.0,8,19392.0,,1,98.41157066734331
16.0,16.0,1.0,4,320.0,,3,2000.0
25176.0,25176.0,253.0,2,16320.0,,4,64.8236415633937
11.0,11.0,1.0,12,832.0,,3,7563.636363636364
3032.0,3032.0,48.0,16,4096.0,,0,135.09234828496042
189.0,189.0,3.0,2,320.0,,3,169.31216931216932
20.0,20.0,1.0,4,320.0,,3,1600.0
11.0,11.0,1.0,1,128.0,,3,1163.6363636363637
21.0,21.0,1.0,1,128.0,,3,609.5238095238095
87.0,87.0,2.0,1,192.0,,3,220.68965517241378
13070.0,13070.0,202.0,1,12992.0,,1,99.40321346595256
1715.0,1715.0,27.0,4,1984.0,,0,115.68513119533527
9.0,9.0,1.0,4,320.0,,3,3555.5555555555557
12.0,12.0,1.0,12,832.0,,3,6933.333333333333
16.0,16.0,1.0,16,1088.0,,3,6800.0
2614.0,2614.0,28.0,4,2048.0,,4,78.34736036725324
17.0,17.0,1.0,6,448.0,,3,2635.2941176470586
189.0,189.0,3.0,1,256.0,,0,135.44973544973544
7143.0,7143.0,39.0,1,2560.0,,2,35.839283214335715
12601.0,12601.0,164.0,3,10688.0,,4,84.81866518530275
15.0,15.0,1.0,2,192.0,,3,1280.0
9.0,9.0,1.0,8,576.0,,3,6400.0
13.0,13.0,1.0,1,128.0,,3,984.6153846153846
2800.0,2800.0,44.0,1,2880.0,,1,102.85714285714285
16379.0,16379.0,243.0,1,15616.0,,1,95.34159594602845
221.0,221.0,4.0,1,320.0,,0,144.79638009049773
35.0,35.0,1.0,1,128.0,,3,365.7142857142857
7.0,7.0,1.0,6,448.0,,3,6400.0
173.0,173.0,3.0,4,448.0,,3,258.95953757225436
6.0,6.0,1.0,1,128.0,,3,2133.333333333333
10.0,10.0,1.0,3,256.0,,3,2560.0
9881.0,9881.0,100.0,4,6656.0,,4,67.36160307661167
1027.0,1027.0,17.0,6,1472.0,,0,143.3300876338851
9.0,9.0,1.0,6,448.0,,3,4977.777777777778
7.0,7.0,1.0,6,448.0,,3,6400.0
15909.0,15909.0,231.0,6,15168.0,,1,95.34225909862342
12.0,12.0,1.0,4,320.0,,3,2666.666666666667
14.0,14.0,1.0,3,256.0,,3,1828.5714285714284
133.0,133.0,3.0,8,704.0,,3,529.3233082706766
7.0,7.0,1.0,3,256.0,,3,3657.142857142857
7.0,7.0,1.0,3,256.0,,3,3657.142857142857
8028.0,8028.0,120.0,4,7936.0,,1,98.85401096163427
6.0,6.0,1.0,6,448.0,,3,7466.666666666667
16.0,16.0,1.0,4,320.0,,3,2000.0
5566.0,5566.0,76.0,4,5120.0,,1,91.98706431908012
174.0,174.0,3.0,4,448.0,,3,257.4712643678161
6.0,6.0,1.0,3,256.0,,3,4266.666666666666
9.0,9.0,1.0,4,320.0,,3,3555.5555555555557
63.0,63.0,1.0,4,320.0,,3,507.9365079365079
8.0,8.0,1.0,3,256.0,,3,3200.0
6.0,6.0,1.0,12,832.0,,3,13866.666666666666
13133.0,13133.0,98.0,8,6784.0,,4,51.656133404401125
1686.0,1686.0,27.0,16,2752.0,,3,163.22657176749703
12.0,12.0,1.0,34,2240.0,,3,18666.666666666664
6.0,6.0,1.0,12,832.0,,3,13866.666666666666
11.0,11.0,1.0,8,576.0,,3,5236.363636363637
7485.0,7485.0,78.0,12,5760.0,,4,76.95390781563127
99.0,99.0,2.0,3,320.0,,3,323.2323232323232
30252.0,30252.0,469.0,4,30272.0,,1,100.06611133148222
1636.0,1636.0,14.0,4,1152.0,,4,70.4156479217604
30.0,30.0,1.0,1,128.0,,3,426.6666666666667
144.0,144.0,3.0,12,960.0,,3,666.6666666666667
8.0,8.0,1.0,1,128.0,,3,1600.0
218.0,218.0,4.0,1,320.0,,0,146.78899082568807
2113.0,2113.0,34.0,1,2240.0,,1,106.010411736867
281.0,281.0,5.0,2,448.0,,3,159.4306049822064
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
9.0,9.0,1.0,2,192.0,,3,2133.333333333333
61.0,61.0,1.0,8,576.0,,3,944.2622950819672
22938.0,22938.0,267.0,24,18624.0,,4,81.19278053884385
1640.0,1640.0,26.0,4,1920.0,,0,117.07317073170731
23.0,23.0,1.0,4,320.0,,3,1391.304347826087
1784.0,1784.0,16.0,6,1408.0,,4,78.9237668161435
10.0,10.0,1.0,1,128.0,,3,1280.0
56.0,56.0,1.0,1,128.0,,3,228.57142857142856
72.0,72.0,2.0,1,192.0,,3,266.66666666666663
2216.0,2216.0,9.0,20,1856.0,,4,83.75451263537906
45.0,45.0,1.0,16,1088.0,,3,2417.777777777778
101.0,101.0,2.0,20,1408.0,,3,1394.0594059405942
1851.0,1851.0,29.0,8,2368.0,,0,127.93084819016747
304.0,304.0,5.0,3,512.0,,3,168.42105263157893
1517.0,1517.0,14.0,4,1152.0,,4,75.93935398813447
4727.0,4727.0,62.0,3,4160.0,,4,88.00507721599324
12.0,12.0,1.0,3,256.0,,3,2133.333333333333
7.0,7.0,1.0,4,320.0,,3,4571.428571428572
10.0,10.0,1.0,4,320.0,,3,3200.0
108.0,108.0,2.0,1,192.0,,3,177.77777777777777
21.0,21.0,1.0,1,128.0,,3,609.5238095238095
38.0,38.0,1.0,1,128.0,,3,336.84210526315786
3169.0,3169.0,36.0,1,2368.0,,4,74.72388766172294
257.0,257.0,5.0,1,384.0,,0,149.41634241245137
1054.0,1054.0,17.0,4,1344.0,,0,127.51423149905123
29.0,29.0,1.0,4,320.0,,3,1103.448275862069
1346.0,1346.0,5.0,4,576.0,,2,42.79346210995542
107.0,107.0,2.0,4,384.0,,3,358.8785046728972
10566.0,10566.0,153.0,1,9856.0,,1,93.28033314404695
7.0,7.0,1.0,20,1344.0,,3,19200.0
167.0,167.0,3.0,8,704.0,,3,421.55688622754496
35150.0,35150.0,487.0,16,32192.0,,1,91.58463726884779
3654.0,3654.0,58.0,20,4992.0,,0,136.61740558292283
458.0,458.0,8.0,16,1536.0,,3,335.3711790393013
519.0,519.0,6.0,20,1664.0,,3,320.61657032755295
12936.0,12936.0,191.0,8,12736.0,,1,98.4539270253556
6.0,6.0,1.0,16,1088.0,,3,18133.333333333336
1860.0,1860.0,28.0,20,3072.0,,3,165.16129032258064
23798.0,23798.0,362.0,2,23296.0,,1,97.89057904025549
27.0,27.0,1.0,1,128.0,,3,474.074074074074
359.0,359.0,6.0,1,448.0,,0,124.79108635097494
58.0,58.0,1.0,1,128.0,,3,220.68965517241378
39.0,39.0,1.0,1,128.0,,3,328.2051282051282
2871.0,2871.0,45.0,1,2944.0,,1,102.54266805990943
140.0,140.0,3.0,76,5056.0,,3,3611.4285714285716
8.0,8.0,1.0,8,576.0,,3,7200.0
72.0,72.0,2.0,8,640.0,,3,888.8888888888889
3430.0,3430.0,54.0,8,3968.0,,0,115.68513119533527
1790.0,1790.0,20.0,1,1344.0,,4,75.08379888268156
72.0,72.0,2.0,1,192.0,,3,266.66666666666663
12.0,12.0,1.0,20,1344.0,,3,11200.0
63.0,63.0,1.0,8,576.0,,3,914.2857142857142
45.0,45.0,1.0,2,192.0,,3,426.6666666666667
83.0,83.0,2.0,2,256.0,,3,308.43373493975906
26.0,26.0,1.0,2,192.0,,3,738.4615384615385
74.0,74.0,2.0,2,256.0,,3,345.94594594594594
22.0,22.0,1.0,1,128.0,,3,581.8181818181819
7712.0,7712.0,110.0,1,7104.0,,1,92.11618257261411
173.0,173.0,3.0,1,256.0,,0,147.97687861271675
32.0,32.0,1.0,1,128.0,,3,400.0
64.0,64.0,1.0,1,128.0,,3,200.0
9.0,9.0,1.0,8,576.0,,3,6400.0
7.0,7.0,1.0,1,128.0,,3,1828.5714285714284
15353.0,15353.0,240.0,16,16384.0,,1,106.71529994137954
1314.0,1314.0,20.0,4,1536.0,,0,116.89497716894977
865.0,865.0,14.0,1,960.0,,0,110.98265895953756
53.0,53.0,1.0,1,128.0,,3,241.50943396226415
1324.0,1324.0,10.0,1,704.0,,4,53.17220543806647
3227.0,3227.0,51.0,1,3328.0,,1,103.12984195847537
652.0,652.0,11.0,1,768.0,,0,117.79141104294479
9.0,9.0,1.0,1,128.0,,3,1422.2222222222222
108.0,108.0,2.0,1,192.0,,3,177.77777777777777
61.0,61.0,1.0,8,576.0,,3,944.2622950819672
120.0,120.0,2.0,4,384.0,,3,320.0
11.0,11.0,1.0,2,192.0,,3,1745.4545454545453
6202.0,6202.0,93.0,1,6016.0,,1,97.00096742986133
83.0,83.0,2.0,1,192.0,,3,231.32530120481925
126.0,126.0,2.0,1,192.0,,3,152.38095238095238
2998.0,2998.0,31.0,1,2048.0,,4,68.31220813875916
3654.0,3654.0,58.0,1,3776.0,,1,103.33880678708265
123.0,123.0,2.0,1,192.0,,3,156.09756097560975
16.0,16.0,1.0,1,128.0,,3,800.0
4234.0,4234.0,67.0,1,4352.0,,1,102.78696268304203
14.0,14.0,1.0,1,128.0,,3,914.2857142857142
167.0,167.0,3.0,1,256.0,,3,153.2934131736527
453.0,453.0,8.0,4,768.0,,3,169.53642384105962
11.0,11.0,1.0,4,320.0,,3,2909.090909090909
10.0,10.0,1.0,4,320.0,,3,3200.0
305.0,305.0,5.0,4,576.0,,3,188.85245901639345
345.0,345.0,6.0,4,640.0,,3,185.5072463768116
8.0,8.0,1.0,4,320.0,,3,4000.0
10.0,10.0,1.0,5,384.0,,3,3840.0
18559.0,18559.0,200.0,4,13056.0,,4,70.3486179212242
5285.0,5285.0,83.0,4,5568.0,,1,105.35477767265846
12.0,12.0,1.0,1,128.0,,3,1066.6666666666665
216.0,216.0,4.0,1,320.0,,0,148.14814814814815
107.0,107.0,2.0,1,192.0,,3,179.4392523364486
2142.0,2142.0,34.0,1,2240.0,,1,104.57516339869282
258.0,258.0,5.0,1,384.0,,0,148.8372093023256
7803.0,7803.0,82.0,4,5504.0,,4,70.53697295911829
43.0,43.0,1.0,4,320.0,,3,744.1860465116279
1131.0,1131.0,18.0,10,1792.0,,3,158.44385499557913
41.0,41.0,1.0,4,320.0,,3,780.4878048780488
96.0,96.0,2.0,14,1024.0,,3,1066.6666666666665
3085.0,3085.0,10.0,6,1024.0,,2,33.19286871961102
387.0,387.0,7.0,6,832.0,,3,214.98708010335918
21239.0,21239.0,317.0,1,20352.0,,1,95.8237205141485
72.0,72.0,2.0,1,192.0,,3,266.66666666666663
304.0,304.0,5.0,1,384.0,,0,126.3157894736842
218.0,218.0,4.0,4,512.0,,3,234.86238532110093
14117.0,14117.0,218.0,6,14336.0,,1,101.55132110221719
2454.0,2454.0,37.0,12,3136.0,,0,127.79136104319477
